,business_id,name,address,state,city,stars,postal_code,latitude,longitude,review_count,attributes,categories,hours,RestaurantsReservations,RestaurantsGoodForGroups,RestaurantsAttire,BusinessAcceptsCreditCards,WiFi,HasTV,RestaurantsTakeOut,Ambience,GoodForKids,GoodForMeal,NoiseLevel,RestaurantsPriceRange2,Alcohol,DogsAllowed,HappyHour,RestaurantsDelivery,WheelchairAccessible,OutdoorSeating,RestaurantsTableService,BusinessParking,BikeParking,BusinessAcceptsBitcoin,Caters,Smoking,CoatCheck,Music,GoodForDancing,BestNights,BYOBCorkage,BYOB,Corkage,DriveThru,ByAppointmentOnly,AgesAllowed,valet,garage,street,lot,validated
92813,du6iG-C5HUvesQAf-LlX2w,Rooster Thai Sushi,"10730 US-19 N, Unit 15-16",FL,Port Richey,5.0,34668,28.3138075021,-82.6980903,59,"{'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Sushi Bars, Poke, Noodles, Soup, Japanese, Ramen, Asian Fusion, Thai, Food","{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-21:30', 'Saturday': '13:0-21:30'}",True,,,True,,,True,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,,,,u'beer_and_wine',False,,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,,,,,,,,,,,,,False,False,False,True,False
92851,OfUF725s1RaoaEOPY3hwZg,Poke Bros - Wilmington,2117 Concord Pike,DE,Wilmington,3.5,19803,39.790184,-75.5456608,46,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Food, Japanese, Restaurants, Poke, Hawaiian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",,,,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,True,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
93019,1CTNhKEqGbmG5r-sBbDoLg,Tampopo,"104 S 21st St, Ste A",PA,Philadelphia,4.0,19103,39.9518097,-75.1757389,273,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Korean, Japanese","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '12:0-21:0'}",False,False,'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',1,'none',,,True,,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,,,,,,,False,False,True,False,False
93031,qULlOA67_uqSAGmCqfoG3g,Tokyo Express,10371 78 Avenue NW,AB,Edmonton,2.5,T6E 6T3,53.5139378,-113.4969903,14,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""'quiet'"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Caters': 'True'}","Sushi Bars, Restaurants, Fast Food, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-20:0'}",False,True,u'casual',True,'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,'quiet',2,u'none',,,False,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
93055,IKvFWy5NdXeHv3JIcVHQCQ,Tomodachi Japanese Steakhouse& Sushi Bar,"70 Buckwalter Rd, Ste 329",PA,Royersford,4.0,19468,40.1990578503,-75.5246498728,13,"{'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'HappyHour': 'False', 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'BYOB': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'""}","Japanese, Restaurants, Sushi Bars, Steakhouses","{'Monday': '0:0-0:0', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:0-21:30'}",True,True,u'casual',True,u'free',True,True,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",,,,,u'none',False,False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,,False,,,,,,,True,False,,,,False,False,False,False,False
93107,FV3h0iYZ-jw9wWnfPrxzjA,NORI Japanese Hibachi & Asian Cuisine,1110 Hillsboro Rd,TN,Franklin,4.5,37064,35.9464284,-86.8802194,6,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Restaurants, Japanese, Chinese",,False,True,'casual',True,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,1,,,,False,,False,True,,True,,,,,,,,,,,,,,,,,,
93279,WBSxYvhLvXWY4jKcRDSfiw,Tokyo Bay Japanese Restaurant & Sushi,"5901 Sun Blvd, Ste 121",FL,St. Petersburg,3.5,33715,27.71304933,-82.7144794972,71,"{'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True'}","Japanese, Sushi Bars, Korean, Restaurants","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:30'}",True,True,u'casual',True,u'no',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',2,u'beer_and_wine',,,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,,,,,,,,,,,,False,False,False,True,False
93306,9qXZSFq9vPdX4F6kGjXC-g,Hiro Asian Kitchen,1405 Washington Ave,MO,Saint Louis,4.0,63103,38.6325350863,-90.1998065847,307,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'CoatCheck': 'False', 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}""}","Gluten-Free, Chinese, Local Flavor, Pan Asian, Food, Vegetarian, Restaurants, Nightlife, Cocktail Bars, Malaysian, Venues & Event Spaces, Event Planning & Services, Japanese, Asian Fusion, Ramen, Bars","{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,True,u'casual',True,u'free',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}",u'average',2,u'full_bar',True,,True,True,True,True,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,True,,False,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,,,,,,False,True,True,True,False
93314,30iNoQB-k7LW_SuLfWDq7g,Haiku Tampa,808 N Franklin St,FL,Tampa,4.0,33602,27.9510496391,-82.4601829854,167,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'Caters': 'True', 'RestaurantsReservations': 'True', 'Smoking': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"", 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': True, u'romantic': True, u'classy': True, u'upscale': None}"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': True, u'thursday': False, u'friday': True, u'saturday': False, u'sunday': False}"", 'HappyHour': 'True'}","Cocktail Bars, Bars, Asian Fusion, Restaurants, Japanese, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:30', 'Friday': '16:0-23:30', 'Saturday': '17:0-23:30', 'Sunday': '17:0-22:0'}",True,True,u'casual',True,u'free',False,False,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': True, u'romantic': True, u'classy': True, u'upscale': None}",,"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",,2,u'full_bar',,True,False,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,True,u'no',False,"{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}",,"{u'monday': False, u'tuesday': False, u'wednesday': True, u'thursday': False, u'friday': True, u'saturday': False, u'sunday': False}",,,,,False,,False,False,True,False,False
93519,fsqlE7jhO64Q62VDI_uRFQ,KoJa,38th St and Sansom St,PA,Philadelphia,3.5,19195,39.9543996,-75.1986355,60,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'Caters': 'False'}","Food Stands, Japanese, Restaurants, Korean","{'Monday': '11:0-19:30', 'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30', 'Sunday': '11:0-19:30'}",False,True,'casual',False,u'no',False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'average',1,'none',,,False,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,'yes_free',,False,,,,False,False,True,False,False
93541,OcfgkpA2jLI5EHqnbEmPBA,Got Sushi?,1136 94th Ave N St,FL,Saint Petersburg,4.0,33702,27.856992,-82.649519,69,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'None', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False'}","Steakhouses, Sushi Bars, Restaurants, Japanese","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0'}",,True,'casual',True,'no',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",'average',2,u'beer_and_wine',False,True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,True,False
93586,AnAd5vrCkSn-1yksfDegNw,Tucson Fat Noodle,,AZ,Tucson,3.5,85702,32.2206374,-110.9685316,43,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'Caters': 'True', 'OutdoorSeating': 'None'}","Ramen, Restaurants, Food, Food Trucks, Noodles, Japanese",,False,True,'casual',True,'no',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,1,u'none',,,False,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,True,,,,,,,,,,,,False,False,False,False,False
93613,q3Zn7rzKgPARQiQ1gufdBg,King's Wok,4915 W 38th St,IN,Indianapolis,4.0,46254,39.8238315,-86.242872,19,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}""}","Restaurants, Japanese, Chinese","{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-23:0'}",False,True,u'casual',True,,True,True,"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',1,u'none',,,True,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,,,False,False,False,False,False
93645,0kCTBibanJj054Fu4dIF2g,Nudoru Ramen Bar,10532  82 Avenue NW,AB,Edmonton,4.0,T6E 2A4,53.518232,-113.5016831,94,"{'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'BYOB': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'Corkage': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Tapas Bars, Ramen, Japanese","{'Tuesday': '12:0-20:30', 'Wednesday': '12:0-20:30', 'Thursday': '12:0-20:30', 'Friday': '12:0-20:30', 'Saturday': '14:0-21:0'}",False,True,'casual',,u'no',False,True,"{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',2,u'beer_and_wine',,,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,,False,True,,,,False,False,True,False,False
93670,CrFmXgdd-DIpWz-PaPPsYA,Mr Sushi,1310 34th St N,FL,Saint Petersburg,4.0,33713,27.7855780452,-82.6803457268,29,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None'}","Japanese, Restaurants, Teppanyaki, Asian Fusion, Sushi Bars, Noodles, Soup","{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-21:30'}",,,,,,,True,"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
93672,PFUlTzKxFLi8cWGBjfb0ZQ,Nooddi Thai Chef,10 W Market St,PA,West Chester,3.5,19382,39.9594823,-75.6048074,56,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False'}","Restaurants, Vegetarian, Sushi Bars, Asian Fusion, Thai","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:30'}",False,True,u'casual',True,u'no',False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'average',2,u'none',,,True,,False,,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,False,,,,,,,,,,,,False,True,True,True,False
